Id,Neighborhood,OverallQual,OverallCond,YearBuilt,House age,Vintage in Portafolio,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,SaleType,Market Price,Stat,LotArea
848,CollgCr,5,6,2001,19,2,1,0,3,1,TA,5,Typ,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,8,WD,133500,Sold,15523
849,ClearCr,6,8,1983,37,1,3,0,5,1,TA,10,Typ,Unf,2,360,Fa,TA,Y,486,40,0,0,175,0,9,WD,240000,Sold,45600
850,Veenker,6,7,1998,22,3,2,1,3,1,TA,7,Typ,RFn,2,512,TA,TA,Y,113,100,0,0,0,0,8,WD,187000,Sold,9600
851,CollgCr,6,5,2020,0,2,1,0,1,1,Gd,3,Typ,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,11,WD,131500,In portafolio,4435
852,Blmngtn,8,5,1988,32,1,2,0,2,1,Gd,7,Typ,Fin,2,400,TA,TA,Y,143,20,0,0,0,0,5,WD,215000,Sold,3196
853,Crawfor,7,5,2007,13,4,2,0,4,1,TA,7,Typ,Unf,1,240,TA,TA,Y,0,0,0,0,126,0,8,WD,164000,In portafolio,7128
854,NAmes,6,6,1995,25,1,1,1,3,1,TA,7,Typ,RFn,2,645,TA,TA,Y,180,0,0,0,0,0,8,WD,158000,In portafolio,12095
855,Sawyer,5,4,1981,39,4,1,1,3,1,TA,6,Typ,Unf,2,454,TA,TA,Y,0,418,0,0,312,0,7,WD,170000,In portafolio,17920
856,Sawyer,5,8,1983,37,1,1,1,3,1,TA,6,Typ,Unf,1,260,TA,TA,Y,0,104,0,0,0,0,4,WD,127000,Sold,6897
857,CollgCr,6,6,1992,28,2,1,0,3,1,TA,5,Typ,Unf,2,576,TA,Fa,Y,0,0,34,0,0,0,10,WD,147000,In portafolio,10970
858,Gilbert,6,5,1985,35,2,2,1,3,1,TA,6,Typ,Fin,2,343,TA,TA,Y,0,36,0,0,0,0,3,WD,174000,In portafolio,8125
859,NWAmes,7,5,1980,40,2,2,0,3,1,TA,6,Typ,RFn,2,479,TA,TA,Y,0,0,0,0,0,0,6,WD,152000,In portafolio,10400
860,NWAmes,6,7,2015,5,4,2,1,4,1,Gd,9,Typ,Unf,2,619,TA,TA,Y,0,65,0,0,222,0,8,WD,250000,In portafolio,11029
861,Crawfor,7,8,1997,23,3,1,1,3,1,Gd,7,Typ,Unf,1,216,TA,TA,Y,0,240,0,0,0,0,6,WD,189950,In portafolio,7642
862,Sawyer,5,4,1990,30,5,1,1,3,1,TA,6,Typ,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,4,WD,131500,Sold,11625
863,SawyerW,6,5,1996,24,5,2,0,3,1,TA,6,Typ,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,5,WD,152000,Sold,9672
864,NAmes,5,5,2011,9,2,1,0,3,1,TA,6,Typ,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,7,WD,132500,Sold,7931
865,Somerst,7,5,2009,11,1,2,0,3,1,Gd,6,Typ,Fin,2,529,TA,TA,Y,0,140,0,0,0,0,5,New,250580,Sold,8640
866,NAmes,5,6,1988,32,5,1,0,3,1,TA,5,Typ,Unf,2,902,TA,TA,Y,0,0,0,0,0,0,8,WD,148500,In portafolio,8750
867,Timber,8,5,1982,38,4,2,0,3,1,Gd,6,Typ,RFn,3,870,TA,TA,Y,192,80,0,0,0,0,11,New,248900,Sold,10656
868,Sawyer,4,5,2007,13,2,1,1,3,1,Fa,5,Typ,RFn,2,544,TA,TA,Y,168,0,0,0,0,400,5,WD,129000,Sold,6970
869,Gilbert,5,6,2003,17,1,2,0,2,1,TA,7,Typ,Unf,2,672,TA,TA,P,120,144,0,0,0,0,5,WD,169000,Sold,14762
870,SawyerW,7,5,1997,23,5,2,1,3,1,Gd,8,Typ,Fin,2,574,TA,TA,Y,156,90,0,0,0,0,6,WD,236000,Sold,9938
871,NAmes,5,5,1998,22,3,1,0,2,1,TA,5,Typ,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,8,WD,109500,In portafolio,6600
872,CollgCr,6,5,2003,17,4,2,1,3,1,Gd,7,Typ,RFn,2,523,TA,TA,Y,0,77,0,0,0,0,6,WD,200500,Sold,8750
873,NAmes,5,7,2014,6,5,1,0,3,1,Gd,5,Typ,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,10,WD,116000,In portafolio,8892
874,NAmes,5,7,1988,32,5,1,0,3,1,TA,6,Typ,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,9,WD,133000,Sold,12144
875,OldTown,5,6,2017,3,4,1,1,3,1,TA,5,Typ,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,8,WD,66500,Sold,5720
876,Somerst,8,5,1994,26,5,2,1,4,1,Ex,11,Typ,Fin,2,550,TA,TA,Y,208,364,0,0,0,0,8,New,303477,In portafolio,9000
877,Mitchel,4,5,2020,0,2,1,0,3,1,TA,5,Typ,Unf,2,648,TA,TA,Y,0,0,0,0,0,0,1,WD,132250,In portafolio,25286
878,NridgHt,9,5,2016,4,1,2,1,4,1,Ex,10,Typ,Fin,3,738,TA,TA,Y,184,0,0,0,0,0,6,WD,350000,Sold,8834
879,Sawyer,5,7,2019,1,3,1,0,3,1,Gd,6,Min2,Unf,2,576,TA,TA,Y,192,0,0,0,0,400,6,WD,148000,Sold,11782
880,CollgCr,5,8,2006,14,5,1,0,3,1,TA,6,Typ,Unf,1,336,TA,TA,Y,0,0,0,0,0,0,7,WD,136500,Sold,7000
881,Edwards,5,5,2001,19,1,1,1,2,1,TA,5,Typ,Fin,2,450,TA,TA,Y,0,49,0,0,0,0,6,WD,157000,In portafolio,7024
882,Timber,7,5,1984,36,4,2,1,3,1,Gd,7,Typ,RFn,2,400,TA,TA,Y,168,36,0,0,0,0,4,WD,187500,In portafolio,13758
883,Gilbert,6,5,1999,21,3,2,1,3,1,TA,7,Typ,RFn,2,389,TA,TA,Y,342,40,0,0,0,0,12,WD,178000,Sold,9636
884,SWISU,4,5,2015,5,3,1,0,5,1,TA,10,Typ,Unf,1,440,TA,Gd,Y,0,188,0,0,0,0,3,WD,118500,Sold,6204
885,NAmes,5,5,2016,4,3,1,0,3,1,TA,5,Typ,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,7,WD,100000,Sold,7150
886,Somerst,9,5,1999,21,5,2,0,2,1,Gd,5,Typ,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,1,CWD,328900,In portafolio,5119
887,NAmes,5,5,2008,12,3,2,0,4,2,TA,8,Typ,Fin,2,588,TA,TA,Y,272,54,0,0,0,0,6,WD,145000,Sold,8393
888,Edwards,5,7,2016,4,2,1,1,3,1,TA,8,Typ,Unf,1,300,TA,TA,Y,121,0,0,0,265,0,4,WD,135500,In portafolio,16466
889,NAmes,8,6,1993,27,5,2,0,4,1,Gd,8,Typ,Unf,2,621,TA,TA,Y,81,207,0,0,224,0,10,WD,268000,In portafolio,15865
890,NAmes,6,4,2006,14,2,1,0,2,1,TA,6,Typ,RFn,2,505,TA,TA,Y,0,0,0,162,0,0,2,WD,149500,Sold,12160
891,NAmes,5,7,1984,36,4,1,0,3,1,TA,6,Typ,Unf,2,576,TA,TA,Y,0,0,0,0,0,2000,7,WD,122900,In portafolio,8064
892,Sawyer,6,5,2008,12,4,2,1,3,1,TA,7,Typ,RFn,2,440,TA,TA,Y,243,0,0,0,0,0,7,WD,172500,In portafolio,11184
893,Sawyer,6,8,2012,8,1,1,0,3,1,TA,6,Typ,RFn,1,264,TA,TA,Y,192,0,0,0,0,0,2,WD,154500,In portafolio,8414
894,Sawyer,5,5,1998,22,2,1,0,3,1,TA,6,Typ,Unf,1,354,TA,TA,Y,511,116,0,0,0,0,6,WD,165000,In portafolio,13284
895,SawyerW,5,5,2014,6,3,2,0,4,2,TA,8,Typ,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,6,WD,118858,In portafolio,7018
896,NAmes,6,5,1987,33,4,1,1,4,1,TA,8,Typ,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,10,WD,140000,Sold,7056
897,IDOTRR,4,6,1989,31,1,1,0,2,1,TA,6,Typ,Unf,1,327,TA,TA,Y,0,28,0,0,0,0,4,WD,106500,In portafolio,8765
898,SawyerW,5,5,2014,6,3,2,0,6,2,TA,12,Typ,Unf,2,528,TA,TA,Y,154,0,0,0,0,0,6,WD,142953,Sold,7018
899,NridgHt,9,5,2001,19,2,2,1,2,1,Ex,11,Typ,Fin,3,820,TA,TA,Y,0,67,0,0,0,0,3,New,611657,Sold,12919
900,Sawyer,5,7,2009,11,3,1,0,3,1,TA,6,Typ,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,6,WD,135000,Sold,6993
901,NAmes,4,6,1997,23,1,1,0,2,1,TA,4,Typ,Unf,1,684,TA,TA,Y,0,0,0,0,0,0,6,WD,110000,In portafolio,7340
902,NAmes,5,7,1989,31,2,1,0,2,1,TA,5,Typ,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,5,WD,153000,Sold,8712
903,Gilbert,7,5,1998,22,2,2,1,3,1,Gd,8,Typ,Fin,2,393,TA,TA,Y,0,75,0,0,0,0,7,WD,180000,In portafolio,7875
904,Gilbert,7,5,1983,37,2,2,0,3,1,Gd,7,Typ,RFn,3,690,TA,TA,Y,144,60,0,0,0,0,8,New,240000,Sold,14859
905,Sawyer,5,6,1993,27,4,1,0,3,1,TA,6,Typ,Unf,1,288,TA,TA,Y,0,0,0,0,0,0,8,WD,125500,Sold,6173
906,NAmes,5,5,2000,20,2,1,0,3,1,TA,6,Typ,RFn,1,280,TA,TA,Y,0,0,164,0,0,0,2,WD,128000,Sold,9920
907,Somerst,8,5,1987,33,1,2,0,3,1,Gd,8,Typ,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,6,WD,255000,In portafolio,13501
908,Crawfor,7,7,2006,14,1,1,1,3,1,Gd,6,Typ,Fin,1,180,Fa,TA,Y,0,0,0,0,322,0,6,WD,250000,Sold,11500
909,Mitchel,5,5,1999,21,3,1,0,2,1,TA,5,Typ,Unf,2,484,TA,TA,Y,164,0,0,0,0,0,6,WD,131000,Sold,8885
910,Gilbert,6,5,1994,26,4,2,1,3,1,Gd,8,Typ,Fin,2,390,TA,TA,Y,36,24,0,0,0,0,6,WD,174000,In portafolio,12589
911,NAmes,5,5,2018,2,4,2,0,5,2,TA,12,Typ,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,1,WD,154300,In portafolio,11600
912,CollgCr,5,7,2001,19,1,1,1,3,1,Gd,5,Typ,Unf,1,252,TA,TA,Y,173,0,0,0,0,0,10,WD,143500,In portafolio,9286
913,BrkSide,5,7,1985,35,2,1,0,3,1,TA,6,Min1,Unf,1,450,TA,TA,Y,0,0,112,0,120,620,7,WD,88000,In portafolio,6120
914,Crawfor,5,6,1991,29,4,2,0,4,2,TA,8,Typ,Unf,3,871,TA,TA,Y,0,0,0,0,0,0,8,WD,145000,In portafolio,6270
915,Somerst,6,5,2004,16,4,2,1,2,1,Gd,4,Typ,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,6,New,173733,Sold,3000
916,MeadowV,4,5,2009,11,4,1,1,3,1,TA,6,Typ,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,1,WD,75000,In portafolio,2001
917,IDOTRR,2,3,2003,17,2,0,0,1,1,TA,4,Typ,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,10,WD,35311,Sold,9000
918,Edwards,4,6,2017,3,3,1,0,3,1,TA,6,Typ,RFn,1,284,TA,TA,Y,0,0,0,0,0,0,4,WD,135000,Sold,17140
919,SawyerW,7,5,2014,6,2,2,1,4,1,Gd,8,Typ,RFn,3,833,TA,TA,Y,72,192,224,0,0,0,11,WD,238000,In portafolio,13125
920,NAmes,6,8,2020,0,3,1,0,3,1,TA,6,Min1,Unf,2,601,TA,TA,Y,0,51,0,0,190,0,5,WD,176500,Sold,11029
921,SawyerW,6,5,1986,34,5,2,1,3,1,Gd,7,Typ,RFn,2,471,TA,TA,Y,300,87,0,0,0,0,7,WD,201000,In portafolio,8462
922,Edwards,5,7,2012,8,2,2,2,4,2,TA,9,Typ,NA,0,0,NA,NA,N,0,70,0,0,0,0,9,WD,145900,In portafolio,8777
923,Gilbert,6,5,1980,40,3,2,0,3,1,Gd,6,Typ,Fin,2,397,TA,TA,Y,100,0,0,23,0,0,10,New,169990,Sold,10237
924,SawyerW,6,5,2003,17,1,2,0,2,1,Gd,5,Typ,RFn,2,533,TA,TA,Y,0,69,0,0,0,0,7,WD,193000,Sold,8012
925,NWAmes,6,6,1998,22,1,2,0,3,1,TA,7,Typ,Unf,2,612,TA,TA,Y,384,131,0,0,0,0,5,WD,207500,In portafolio,10240
926,NWAmes,5,6,1995,25,5,2,0,3,1,Ex,6,Typ,RFn,2,540,TA,TA,Y,180,0,0,0,0,0,3,WD,175000,Sold,15611
927,NridgHt,8,5,2013,7,3,2,1,4,1,Ex,10,Typ,Fin,3,656,TA,TA,Y,104,100,0,0,0,0,5,WD,285000,Sold,11999
928,NWAmes,7,5,2014,6,5,2,1,4,1,TA,9,Typ,RFn,2,486,TA,TA,Y,0,43,0,0,0,0,4,WD,176000,Sold,9900
929,CollgCr,8,5,1987,33,5,2,0,3,1,Ex,7,Typ,RFn,2,522,TA,TA,Y,202,151,0,0,0,0,6,WD,236500,In portafolio,11838
930,Gilbert,7,5,2006,14,2,2,1,4,1,Gd,8,Typ,Fin,2,642,TA,TA,Y,0,0,0,0,0,0,11,WD,222000,Sold,13006
931,Timber,8,5,1987,33,1,2,0,3,1,Gd,7,Typ,Fin,3,610,TA,TA,Y,100,18,0,0,0,0,7,WD,201000,In portafolio,8925
932,NAmes,5,6,1996,24,2,1,0,2,1,TA,5,Typ,Unf,1,429,TA,TA,Y,0,0,0,0,0,0,7,WD,117500,In portafolio,9100
933,Somerst,9,5,1985,35,1,2,0,3,1,Ex,8,Typ,Fin,3,788,TA,TA,Y,0,191,0,0,0,0,3,WD,320000,In portafolio,11670
934,CollgCr,7,5,1980,40,1,2,0,3,1,Gd,6,Typ,RFn,2,570,TA,TA,Y,192,36,0,0,0,0,8,WD,190000,Sold,8487
935,NAmes,7,7,2014,6,2,2,0,4,1,Gd,9,Typ,RFn,2,505,TA,TA,Y,0,0,0,0,0,0,11,WD,242000,In portafolio,27650
936,BrkSide,4,5,2016,4,3,1,0,1,1,TA,5,Typ,Unf,2,528,TA,TA,Y,0,0,32,0,0,0,6,WD,79900,In portafolio,5825
937,SawyerW,7,5,1989,31,1,2,0,2,1,Gd,5,Typ,RFn,2,555,TA,TA,Y,0,41,0,0,0,0,8,WD,184900,Sold,10083
938,Somerst,7,5,2016,4,5,2,1,3,1,Gd,8,Typ,RFn,2,689,TA,TA,Y,0,48,0,0,0,0,2,WD,253000,Sold,9675
939,CollgCr,7,5,2006,14,2,2,1,3,1,Gd,7,Typ,RFn,3,868,TA,TA,Y,0,90,0,0,0,0,8,New,239799,In portafolio,8760
940,ClearCr,7,7,1980,40,3,2,0,4,1,TA,10,Typ,Unf,1,349,TA,TA,Y,56,0,318,0,0,0,6,COD,244400,Sold,24090
941,Mitchel,6,5,1982,38,3,2,0,4,2,TA,8,Typ,Unf,2,574,TA,TA,Y,40,0,0,0,0,0,7,WD,150900,Sold,12640
942,Gilbert,7,5,2016,4,2,2,1,3,1,Gd,8,Typ,RFn,2,390,TA,TA,Y,0,0,0,168,0,0,6,WD,214000,In portafolio,8755
943,Edwards,4,3,1990,30,2,2,0,4,2,TA,8,Typ,NA,0,0,NA,NA,N,321,0,0,0,0,0,8,Oth,150000,Sold,7711
944,Mitchel,5,4,2010,10,2,2,0,4,2,TA,8,Typ,Unf,2,576,TA,TA,P,0,0,0,0,0,0,6,WD,143000,Sold,25000
945,Timber,6,6,1987,33,4,1,0,3,1,Gd,7,Typ,RFn,2,525,TA,TA,Y,0,118,0,0,233,0,1,COD,137500,Sold,14375
946,OldTown,5,6,2018,2,5,1,0,2,1,TA,7,Typ,Unf,2,456,TA,TA,Y,48,0,244,0,0,0,9,WD,124900,Sold,8820
947,NAmes,5,6,1992,28,1,1,0,3,1,TA,6,Typ,RFn,1,796,TA,TA,Y,86,0,0,0,0,0,3,WD,143000,In portafolio,8163
948,Timber,8,5,1984,36,4,2,0,3,1,Gd,9,Typ,Fin,3,808,TA,TA,Y,0,252,0,0,0,0,11,WD,270000,In portafolio,14536
949,CollgCr,7,5,1991,29,5,2,1,3,1,Gd,7,Typ,RFn,2,474,TA,TA,Y,144,96,0,0,0,0,2,WD,192500,In portafolio,14006
950,NWAmes,6,7,2003,17,4,1,1,3,1,Gd,5,Typ,RFn,2,676,TA,TA,Y,0,0,0,0,0,0,3,WD,197500,In portafolio,9360
951,NAmes,5,8,2013,7,2,1,0,3,1,Gd,5,Typ,RFn,2,720,TA,TA,Y,194,0,0,0,0,0,7,WD,129000,In portafolio,7200
952,SawyerW,5,5,1984,36,4,1,0,3,1,TA,6,Typ,Unf,1,300,TA,TA,Y,421,0,0,0,0,0,7,WD,119900,In portafolio,7800
953,CollgCr,5,8,1981,39,1,1,0,2,1,TA,5,Typ,Fin,1,396,TA,TA,Y,192,0,0,0,0,0,4,WD,133900,In portafolio,7200
954,Mitchel,5,4,2007,13,3,2,1,4,1,TA,7,Min2,RFn,2,530,TA,TA,Y,305,189,0,0,0,400,9,WD,172000,Sold,11075
955,Edwards,6,5,1996,24,3,2,0,4,0,TA,4,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,10,WD,127500,Sold,9400
956,Crawfor,6,6,1990,30,5,2,0,4,2,TA,8,Typ,Unf,2,492,TA,TA,Y,0,0,0,0,0,0,8,WD,145000,Sold,7136
957,Blueste,6,6,2003,17,1,1,1,2,1,TA,5,Typ,Fin,2,462,TA,TA,Y,150,0,0,0,0,0,5,WD,124000,In portafolio,1300
958,Sawyer,5,5,1985,35,5,1,0,3,1,TA,6,Typ,Fin,2,576,TA,TA,Y,0,0,0,0,0,0,4,WD,132000,In portafolio,7420
959,CollgCr,7,5,1988,32,2,2,0,3,1,Gd,6,Typ,RFn,2,531,TA,TA,Y,0,39,0,0,0,0,10,WD,185000,Sold,8450
960,Somerst,7,5,2006,14,2,2,1,3,1,Gd,6,Typ,Unf,2,484,TA,TA,Y,0,44,0,0,0,0,5,WD,155000,In portafolio,2572
961,BrkSide,5,7,1985,35,2,1,0,2,1,TA,4,Typ,NA,0,0,NA,NA,Y,117,0,0,0,0,0,2,WD,116500,In portafolio,7207
962,NWAmes,6,7,1999,21,5,2,1,4,1,TA,11,Typ,Fin,2,619,TA,TA,Y,550,282,0,0,0,0,7,WD,272000,Sold,12227
963,NPkVill,6,6,2015,5,3,2,1,3,1,Gd,7,Typ,Unf,2,440,TA,TA,Y,48,0,0,0,0,0,7,WD,155000,In portafolio,2308
964,CollgCr,9,5,2015,5,4,2,0,2,1,Ex,7,Typ,Fin,2,702,TA,TA,Y,288,136,0,0,0,0,5,WD,239000,In portafolio,11923
965,Timber,7,5,2005,15,1,2,1,4,1,Gd,8,Typ,Fin,2,510,TA,TA,Y,0,40,0,0,0,0,2,WD,214900,In portafolio,11316
966,Gilbert,6,5,2002,18,4,2,1,3,1,Gd,8,Typ,Fin,2,393,TA,TA,Y,0,72,0,0,0,0,7,New,178900,Sold,10237
967,Crawfor,5,7,1998,22,4,1,1,2,1,TA,7,Min2,Unf,1,256,TA,TA,Y,0,70,0,0,0,0,6,WD,160000,In portafolio,9600
968,NAmes,5,7,1981,39,5,1,0,3,1,TA,6,Typ,Unf,1,260,TA,TA,Y,0,0,0,0,0,0,7,WD,135000,In portafolio,7390
969,OldTown,3,6,1993,27,4,1,0,2,1,TA,6,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,5,WD,37900,In portafolio,5925
970,NAmes,6,5,2008,12,4,1,0,2,1,TA,6,Typ,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,3,ConLD,140000,In portafolio,10382
971,NAmes,4,4,2000,20,1,1,1,4,1,TA,6,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,12,WD,135000,Sold,10800
972,NridgHt,7,5,1980,40,1,2,0,2,1,Gd,6,Typ,RFn,2,474,TA,TA,Y,0,27,0,0,0,0,7,WD,173000,In portafolio,2268
973,SawyerW,6,5,2010,10,2,2,0,2,1,TA,5,Typ,Unf,1,264,TA,TA,Y,28,0,0,0,0,0,4,WD,99500,Sold,7892
974,Somerst,7,5,1982,38,5,2,0,3,1,Gd,6,Typ,Fin,2,480,TA,TA,Y,0,120,0,0,0,0,12,New,182000,Sold,11639
975,BrkSide,7,8,1980,40,3,1,0,3,1,Gd,8,Typ,Unf,2,532,TA,TA,Y,509,135,0,0,0,0,10,WD,167500,In portafolio,11414
976,Somerst,7,5,1990,30,5,2,1,3,1,Gd,6,Typ,Unf,2,490,TA,TA,Y,153,50,0,0,0,0,4,WD,165000,Sold,2651
977,BrkSide,4,7,2008,12,4,1,0,2,1,Fa,4,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,8,WD,85500,In portafolio,5900
978,Somerst,7,5,2017,3,5,1,1,1,1,Gd,4,Typ,Fin,2,569,TA,TA,Y,0,116,0,0,0,0,11,New,199900,In portafolio,4274
979,Edwards,4,5,1990,30,5,1,0,3,1,TA,5,Typ,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,5,WD,110000,Sold,9450
980,Sawyer,5,6,1981,39,3,1,0,3,1,TA,5,Typ,Unf,2,480,TA,TA,Y,0,80,0,0,0,0,6,WD,139000,In portafolio,8816
981,NAmes,7,9,2013,7,5,1,0,3,1,Ex,6,Typ,RFn,2,588,TA,TA,Y,144,76,0,0,0,0,7,WD,178400,Sold,12122
982,NoRidge,8,5,2007,13,2,2,1,4,1,Gd,8,Typ,Fin,3,676,TA,TA,Y,250,0,0,0,0,0,7,WD,336000,Sold,12203
983,Blmngtn,7,5,2009,11,5,2,0,2,1,Gd,6,Typ,Fin,2,388,TA,TA,Y,100,16,0,0,0,0,3,WD,159895,Sold,3182
984,CollgCr,8,5,1982,38,5,2,1,4,1,Gd,9,Typ,Unf,2,779,TA,TA,Y,0,0,0,0,0,0,5,WD,255900,In portafolio,11250
985,Mitchel,5,5,2018,2,1,2,0,4,2,Gd,8,Typ,Unf,2,539,TA,TA,Y,0,0,0,0,0,0,8,COD,126000,Sold,10125
986,Edwards,5,5,2012,8,5,1,0,3,1,TA,5,Typ,Unf,1,240,TA,TA,Y,0,48,0,0,0,0,8,ConLD,125000,Sold,10880
987,OldTown,6,8,2007,13,1,1,0,2,1,Gd,5,Typ,Unf,1,255,Fa,TA,Y,394,0,0,0,0,0,6,WD,117000,In portafolio,5310
988,NridgHt,9,5,1982,38,1,2,1,3,1,Ex,8,Typ,Fin,3,606,TA,TA,Y,168,95,0,0,0,0,4,New,395192,In portafolio,10159
989,NWAmes,6,6,1997,23,5,2,1,4,1,Gd,8,Typ,Fin,2,551,TA,TA,Y,0,224,0,0,0,0,6,WD,195000,In portafolio,12046
990,Somerst,7,5,1982,38,4,2,1,3,1,Gd,6,Typ,RFn,2,614,TA,TA,Y,0,50,0,0,0,0,8,New,197000,In portafolio,8125
991,NoRidge,8,5,1983,37,3,2,1,3,1,Gd,7,Typ,Fin,3,870,TA,TA,Y,0,70,0,0,0,0,6,WD,348000,Sold,9452
992,OldTown,8,9,2008,12,1,1,1,4,1,Gd,8,Typ,Unf,2,424,TA,TA,P,0,169,0,0,0,0,11,WD,168000,Sold,17671
993,NAmes,6,8,2009,11,5,2,1,3,1,Gd,7,Typ,RFn,2,440,TA,TA,Y,239,42,0,0,0,0,7,WD,187000,In portafolio,9760
994,CollgCr,6,5,1997,23,3,2,1,3,1,Gd,6,Typ,RFn,2,564,TA,TA,Y,0,35,0,0,0,0,8,New,173900,Sold,8846
995,NridgHt,10,5,1993,27,3,2,0,3,1,Ex,7,Typ,Fin,3,786,TA,TA,Y,216,48,0,0,0,0,7,WD,337500,In portafolio,12456
996,BrkSide,4,7,1994,26,4,1,1,3,1,TA,5,Typ,Unf,1,305,TA,TA,Y,0,57,0,0,63,0,8,WD,121600,Sold,4712
997,NAmes,5,6,2013,7,2,1,0,3,1,TA,6,Typ,Unf,1,368,TA,TA,Y,0,319,0,0,0,0,1,COD,136500,In portafolio,10659
998,NWAmes,6,6,1998,22,3,2,0,2,1,TA,6,Typ,RFn,2,615,TA,TA,Y,371,0,0,0,0,0,2,WD,185000,Sold,11717
999,IDOTRR,3,4,2020,0,4,1,0,3,1,TA,6,Typ,Unf,1,210,TA,Fa,P,0,100,48,0,0,0,5,WD,91000,In portafolio,9786
1000,CollgCr,7,5,2001,19,1,2,0,2,1,Gd,6,Typ,RFn,2,632,TA,TA,Y,105,61,0,0,0,0,2,WD,206000,Sold,6762
1001,Edwards,3,3,2017,3,4,1,0,2,1,Fa,4,Min1,Unf,2,528,TA,Fa,Y,0,0,0,0,0,0,7,WD,82000,In portafolio,10206
1002,OldTown,5,6,2016,4,2,1,0,2,1,Ex,4,Typ,Unf,1,216,Fa,TA,N,0,20,94,0,0,0,1,WD,86000,Sold,5400
1003,Somerst,8,5,2002,18,5,2,0,3,1,Gd,7,Typ,RFn,3,824,TA,TA,Y,144,104,0,0,0,0,7,WD,232000,Sold,11957
1004,NWAmes,5,6,1982,38,2,2,0,4,2,TA,8,Typ,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,6,WD,136905,Sold,11500
1005,Blmngtn,7,5,1995,25,3,2,0,1,1,Gd,7,Typ,Fin,2,457,TA,TA,Y,156,0,0,0,0,0,5,WD,181000,Sold,3182
1006,CollgCr,5,8,1984,36,2,2,0,3,1,TA,6,Typ,Unf,1,328,TA,TA,Y,210,0,0,0,0,0,11,WD,149900,In portafolio,8385
1007,NAmes,6,3,2004,16,5,2,0,3,1,TA,7,Typ,Unf,2,484,TA,TA,Y,0,0,0,0,147,0,3,WD,163500,Sold,12155
1008,MeadowV,4,4,1987,33,5,1,1,3,1,TA,6,Typ,RFn,1,286,TA,TA,Y,238,0,0,0,0,0,8,WD,88000,In portafolio,2217
1009,Mitchel,7,5,1999,21,2,2,0,3,1,Gd,7,Typ,Fin,2,550,TA,TA,Y,100,48,0,0,180,0,4,WD,240000,In portafolio,12118
1010,SWISU,5,5,1990,30,3,2,0,4,1,TA,7,Typ,NA,0,0,NA,NA,P,0,0,138,0,0,0,6,WD,102000,In portafolio,6000
1011,Sawyer,5,5,2010,10,1,2,0,4,1,TA,7,Typ,Unf,1,312,TA,TA,Y,0,0,108,0,0,0,8,WD,135000,Sold,21286
1012,Edwards,5,5,2010,10,5,2,0,4,2,TA,8,Typ,NA,0,0,NA,NA,Y,0,0,0,0,0,0,5,WD,100000,In portafolio,9825
1013,Crawfor,6,7,2018,2,1,1,1,3,1,Gd,7,Typ,Unf,1,180,TA,TA,Y,96,0,112,0,53,0,8,WD,165000,In portafolio,10592
1014,OldTown,5,4,2011,9,1,1,0,2,1,TA,4,Maj2,Unf,1,280,TA,TA,Y,0,30,226,0,0,0,6,WD,85000,Sold,7200
1015,NAmes,6,5,2018,2,5,1,0,2,1,TA,5,Typ,Unf,1,240,TA,TA,Y,0,130,0,0,0,0,11,WD,119200,Sold,11664
1016,NWAmes,8,6,2001,19,2,2,1,3,1,Gd,6,Typ,Fin,2,528,TA,TA,Y,0,45,0,0,0,0,11,WD,227000,Sold,8400
1017,CollgCr,7,5,1994,26,5,2,0,3,1,Gd,6,Typ,Fin,2,478,TA,TA,Y,115,66,0,0,0,0,6,WD,203000,Sold,11883
